EmpID,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,Training Duration(hours)
1719,12-Sep-22,Leadership Development,External,Passed,Butlerchester,Brian Hawkins,3,442.1,24
1720,19-Jan-23,Project Management,Internal,Passed,Scotthaven,Tamara Harris,2,396.81,16
1721,16-Feb-23,Project Management,External,Failed,Kathleenhaven,John Graham,2,730.31,16
1722,14-May-23,Technical Skills,External,Incomplete,Stephensburgh,Caleb Strickland,2,128.06,16
1723,25-Sep-22,Technical Skills,External,Passed,Sophiaborough,Andrea Lopez,5,942.63,40
1724,11-Apr-23,Customer Service,Internal,Failed,Fullerstad,Miguel Villarreal,5,733.63,40
1725,16-Jan-23,Customer Service,External,Completed,Cynthiaview,James Mccormick,1,743.28,8
1726,19-Oct-22,Technical Skills,Internal,Completed,Higginsport,Joshua Brewer,4,435.18,32
1727,16-Feb-23,Technical Skills,Internal,Failed,Weaverburgh,Donna Guzman,5,252.22,40
1728,31-Dec-22,Customer Service,External,Completed,Lake Dustin,Joel Thomas,2,103.07,16
1729,22-Mar-23,Technical Skills,Internal,Incomplete,Mollymouth,Jennifer Diaz,2,386.87,16
1730,20-Mar-23,Customer Service,External,Incomplete,East Julie,Joseph Russo,3,718.21,24
1731,27-Feb-23,Customer Service,Internal,Failed,South Jennifer,Travis Cook,1,578.81,8
1732,06-Jul-23,Project Management,Internal,Completed,East Louis,Derrick Wallace,1,562.06,8
1733,08-Jan-23,Leadership Development,External,Incomplete,Lake Danielleport,Tammy King,5,845.86,40
1734,16-Jan-23,Project Management,External,Completed,Samanthatown,Jodi Davis,2,391.39,16
1735,22-Jul-23,Project Management,Internal,Passed,Jonesport,David Harris,1,203.04,8
1736,09-Mar-23,Leadership Development,Internal,Incomplete,West Sarahborough,Michael Lopez,4,717.29,32
1737,17-Oct-22,Leadership Development,External,Incomplete,Atkinsonbury,William Collins,5,719,40
1738,09-Jan-23,Customer Service,External,Incomplete,East Sharon,Sean Mckee,5,802.66,40
1739,04-Jul-23,Communication Skills,Internal,Incomplete,East Julie,Lisa Hahn,1,388.07,8
1740,18-Feb-23,Project Management,Internal,Completed,South Donna,Nicole Sanders,2,350.26,16
1741,08-Nov-22,Leadership Development,External,Completed,Chasefurt,Mrs. Sandra Howard DDS,5,625.76,40
1742,19-Apr-23,Communication Skills,External,Incomplete,Port Robert,Kristen Brown,1,206.72,8
1743,13-Jul-23,Project Management,External,Passed,New David,Debra Barton,4,954.37,32
1744,24-Dec-22,Communication Skills,Internal,Failed,Prattview,Scott Kline,4,728.77,32
1745,05-Sep-22,Leadership Development,External,Completed,Simsberg,Mrs. Stephanie Miller,1,996.01,8
1746,18-Nov-22,Communication Skills,Internal,Incomplete,Jonesberg,Lauren Andrews,2,787.19,16
1747,02-Mar-23,Project Management,External,Passed,Ryanshire,Kevin Snow,3,853.43,24
1748,26-Mar-23,Leadership Development,External,Failed,Williamsmouth,Andrea Ball,5,433.03,40
1749,21-Jul-23,Leadership Development,Internal,Incomplete,Burtonton,Joseph Potter,3,148.69,24
1750,20-Aug-22,Project Management,Internal,Incomplete,New Arthur,Maria Gonzalez,1,523.44,8
1751,10-Dec-22,Project Management,External,Incomplete,New Dennisshire,Jose Guzman,5,719.54,40
1752,09-Oct-22,Leadership Development,External,Incomplete,Harrisonshire,John Ramirez,3,560.55,24
1753,18-Mar-23,Customer Service,Internal,Completed,Port Steven,Brett Ortiz,1,711.71,8
1754,30-Jan-23,Project Management,External,Failed,Franciscohaven,John Jones,1,980.65,8
1755,22-Nov-22,Communication Skills,External,Incomplete,Curryberg,Melissa Whitehead,2,367.76,16
1756,22-Apr-23,Communication Skills,Internal,Failed,Laurieville,Jared Spence,1,849.36,8
1757,31-Dec-22,Technical Skills,Internal,Incomplete,Port Brittanyton,Barbara Cochran,5,305.05,40
1758,14-May-23,Customer Service,Internal,Completed,North Patricia,Robert Campbell,5,296.24,40
1759,21-Oct-22,Project Management,Internal,Completed,Clarkview,Rachel Phillips,4,220.06,32
1760,20-Jan-23,Technical Skills,External,Passed,Brownchester,Glenn Jimenez,3,378.51,24
1761,07-Nov-22,Technical Skills,External,Completed,New Eric,Denise Guzman,4,905.6,32
1762,02-Sep-22,Customer Service,External,Incomplete,South Raymondchester,Christopher Griffin,3,669.57,24
1763,02-Mar-23,Leadership Development,External,Completed,Joneston,Amanda Hughes,2,723.9,16
1764,07-May-23,Communication Skills,Internal,Passed,Port Joshua,Anna Mitchell,1,834.44,8
1765,04-Aug-23,Leadership Development,External,Incomplete,Williamsmouth,William Johnson,1,393.88,8
1766,07-Jul-23,Customer Service,External,Incomplete,Greenestad,Patrick Gray,3,637.61,24
1767,25-Oct-22,Project Management,External,Passed,Riverastad,Scott Everett,3,902.11,24
1768,30-Sep-22,Leadership Development,External,Passed,Lake Tyler,Amanda Nelson,1,999.79,8
1769,27-Mar-23,Leadership Development,Internal,Passed,New Jamesville,Stephanie Good DVM,1,976.58,8
1770,04-Sep-22,Customer Service,External,Incomplete,West David,Natalie Ross,2,257.2,16
1771,27-Feb-23,Technical Skills,External,Incomplete,New Kevinfurt,Randy Wilson,2,991.1,16
1772,20-Aug-22,Technical Skills,External,Passed,Port Paul,Lydia Campbell,2,205.64,16
1773,30-Dec-22,Leadership Development,Internal,Passed,Moorechester,Aaron Hubbard,2,817.45,16
1774,08-Jun-23,Customer Service,External,Failed,Johnhaven,Jacob Wilson,5,643.22,40
1775,08-May-23,Project Management,Internal,Failed,Port David,Brianna Williams,4,795.28,32
1776,07-Sep-22,Project Management,Internal,Failed,South Madison,Roy Johnson,2,521.69,16
1777,24-Apr-23,Customer Service,External,Incomplete,Greenehaven,Daniel Barton,3,157.78,24
1778,01-Sep-22,Project Management,External,Passed,Lake James,Holly Roth,3,803.94,24
1779,27-Nov-22,Project Management,Internal,Passed,Lake Donna,Gabriela Rodriguez,3,188.56,24
1780,25-Mar-23,Technical Skills,External,Passed,Brooksport,Brandy Conway,2,663.72,16
1781,04-Jul-23,Technical Skills,External,Failed,Carlahaven,Frank Perez,4,892.3,32
1782,21-Dec-22,Communication Skills,Internal,Passed,Bullockton,Ashley Rodriguez,3,560.35,24
1783,24-Dec-22,Technical Skills,External,Passed,Ramosport,Justin Frazier,2,595.5,16
1784,17-Nov-22,Communication Skills,External,Passed,East Jacob,Ashlee Conley,2,242.18,16
1785,07-Jan-23,Project Management,Internal,Failed,Cindyfurt,Brandon Fox,5,104.95,40
1786,23-Apr-23,Communication Skills,External,Completed,South Heather,Casey Armstrong,2,942.28,16
1787,31-Aug-22,Project Management,Internal,Passed,South Michaelstad,Steven Villa,2,756.7,16
1788,23-Dec-22,Leadership Development,Internal,Completed,Younghaven,Rhonda Ramirez,4,290.99,32
1789,08-Jan-23,Leadership Development,External,Incomplete,Lake Markport,Lisa Harrison,2,700.97,16
1790,19-Aug-22,Communication Skills,Internal,Incomplete,Sandersside,Kristin Watson,4,631.98,32
1791,26-Nov-22,Project Management,Internal,Failed,Ronniefurt,Jonathan Perry,5,282.85,40
1792,29-Nov-22,Technical Skills,Internal,Completed,New Kathryn,Barbara Parker,1,412.58,8
1793,28-Feb-23,Communication Skills,External,Passed,Hufffort,Antonio Baker,1,943.91,8
1794,31-Oct-22,Leadership Development,Internal,Completed,East Laura,Susan Murphy,3,208.13,24
1795,24-Feb-23,Leadership Development,External,Passed,Anthonymouth,Jennifer Peterson,2,145.47,16
1796,27-Oct-22,Customer Service,External,Failed,Genetown,Lindsay Adams,1,727.51,8
1797,24-Dec-22,Project Management,External,Failed,North Johnview,Kathy Myers DDS,5,581.43,40
1798,11-Dec-22,Communication Skills,Internal,Incomplete,South Shirley,Kayla Schwartz,1,725.94,8
1799,27-Oct-22,Technical Skills,Internal,Passed,Port Gregory,Marc Price,1,338.36,8
1800,17-Apr-23,Technical Skills,External,Failed,Masonborough,Adam Luna,1,732.84,8
1801,22-Jun-23,Technical Skills,External,Incomplete,West Matthew,William Alvarez,1,753.69,8
1802,16-Jul-23,Customer Service,Internal,Failed,Port Katherine,Dr. Reginald Chavez,5,131.92,40
1803,20-Sep-22,Leadership Development,External,Passed,Lake Benjamin,Steven Scott PhD,4,550.55,32
1804,22-Aug-22,Customer Service,Internal,Failed,Lake Racheltown,Rebecca Olson,1,767.49,8
1805,11-Feb-23,Communication Skills,Internal,Incomplete,Burnsfort,Randall Guzman,5,222.88,40
1806,27-Jul-23,Communication Skills,Internal,Passed,West Michaelhaven,Isaac Baker,3,176.2,24
1807,07-Mar-23,Technical Skills,External,Incomplete,Port Gary,April Nelson,5,794.61,40
1808,12-Oct-22,Customer Service,External,Passed,Sparksshire,Michael Frazier,1,147.08,8
1809,15-Aug-22,Communication Skills,Internal,Incomplete,East Jenniferchester,James Kelley,5,488.94,40
1810,22-Feb-23,Project Management,External,Failed,West Jimmy,Jessica Moses,1,603.57,8
1811,25-Jul-23,Customer Service,External,Incomplete,Jameschester,Douglas Brown,3,819.87,24
1812,04-Mar-23,Leadership Development,Internal,Incomplete,West Craig,Christopher Gibson,2,836.19,16
1813,05-Nov-22,Project Management,External,Passed,Christophermouth,Rachel Barnes,5,879.94,40
1814,04-Jun-23,Customer Service,Internal,Failed,West Destiny,Brad Williams,3,532.3,24
1815,03-Oct-22,Leadership Development,External,Incomplete,New Kimberlyport,Christopher George,5,758.21,40
1816,05-Jun-23,Communication Skills,Internal,Incomplete,Tylermouth,Melissa Chambers,2,253.51,16
1817,20-Aug-22,Leadership Development,Internal,Completed,Cherylland,Krista Fields,3,375.86,24
1818,20-Mar-23,Leadership Development,External,Incomplete,New Marie,Cody Murray,5,909.47,40
1819,19-Oct-22,Customer Service,Internal,Passed,South Amy,Eric Weiss,3,649.51,24
1820,30-Jun-23,Customer Service,Internal,Failed,Richview,David Henson,1,742.26,8
1821,12-Oct-22,Communication Skills,Internal,Passed,Moranburgh,Virginia Small,4,713.84,32
1822,29-Jul-23,Project Management,External,Incomplete,Wigginsland,Tony Long,1,999.06,8
1823,10-Jul-23,Leadership Development,Internal,Completed,Michelleland,Shirley Ali,4,977.99,32
1824,16-Sep-22,Leadership Development,External,Completed,Katherineside,Jessica Spencer,5,136.33,40
1825,05-Aug-22,Technical Skills,External,Completed,North Robertside,Robert Weaver,4,946.67,32
1826,24-Jul-23,Technical Skills,External,Passed,New Melissa,Lauren Malone,4,485.39,32
1827,28-Apr-23,Communication Skills,External,Incomplete,Weavermouth,Jesse Flores,5,962.02,40
1828,29-May-23,Technical Skills,External,Failed,Olsonborough,Stephanie Mullins,1,620.24,8
1829,21-Apr-23,Customer Service,External,Completed,East Jasmineview,Jennifer Miller,4,333.8,32
1830,29-Mar-23,Leadership Development,External,Passed,Knappfurt,Calvin Smith,3,764.21,24
1831,11-Dec-22,Project Management,Internal,Failed,East Jenna,Randall Donaldson,3,756.42,24
1832,30-Jul-23,Customer Service,Internal,Failed,Brennanborough,Kevin Gibson,2,716.62,16
1833,26-Mar-23,Technical Skills,Internal,Failed,New Davidfort,Patrick Gomez,2,712.9,16
1834,11-Mar-23,Technical Skills,Internal,Incomplete,Port Alicemouth,Gregory Kline,1,845.82,8
1835,01-Mar-23,Communication Skills,Internal,Passed,New Aaron,Vanessa Villarreal,4,727.9,32
1836,21-Jul-23,Project Management,Internal,Incomplete,North Brad,Rachel Daniels,1,760.41,8
1837,25-Jul-23,Project Management,Internal,Incomplete,Lake Tashaside,Andrew Velazquez,5,567.74,40
1838,14-Jan-23,Communication Skills,External,Incomplete,Collinsshire,Kimberly Richardson,5,582.7,40
1839,16-Aug-22,Leadership Development,External,Incomplete,West Nicole,Jacqueline Kelly,2,645.16,16
1840,07-Mar-23,Project Management,External,Passed,Port Dawnland,Steven Lewis,5,310.44,40
1841,13-Aug-22,Communication Skills,External,Failed,Michellefurt,Cody Moses DDS,4,683.42,32
1842,19-Jul-23,Communication Skills,Internal,Completed,Jacksontown,Jenna Parks,3,129.49,24
1843,11-Nov-22,Project Management,External,Incomplete,Ashleyburgh,Shawn Harris,5,349.46,40
1844,19-Aug-22,Project Management,Internal,Failed,Daniellemouth,John Santos,5,668.2,40
1845,31-Dec-22,Customer Service,External,Passed,Natashaburgh,Christopher Rowe,5,409.99,40
1846,25-Apr-23,Communication Skills,Internal,Passed,Torresstad,Abigail Underwood,4,964.4,32
1847,14-Feb-23,Leadership Development,External,Completed,Lake Jonathanville,Marissa Parker,1,777.95,8
1848,15-Feb-23,Communication Skills,Internal,Completed,Jonesshire,Philip Smith,5,816.07,40
1849,04-Jun-23,Leadership Development,External,Passed,New Jefferyfort,Brian Lee,4,332.12,32
1850,02-May-23,Communication Skills,Internal,Completed,Briannamouth,Gabrielle Matthews,1,950.45,8
1851,04-Sep-22,Communication Skills,External,Passed,Michaelview,Cody Daugherty,4,997.13,32
1852,16-Oct-22,Customer Service,Internal,Completed,Douglaschester,Matthew Goodman,1,917.56,8
1853,10-Aug-22,Project Management,External,Failed,Wesleyton,Noah Herrera,4,220.2,32
1854,18-May-23,Technical Skills,External,Failed,Mcmahonview,Pedro Rodriguez,1,837.64,8
1855,30-Aug-22,Technical Skills,External,Incomplete,South Matthewburgh,Andrew Gross,2,648.72,16
1856,04-Jul-23,Leadership Development,External,Failed,West Kimberly,Natalie Skinner,4,687.77,32
1857,14-Jun-23,Project Management,External,Incomplete,Port Christopher,Miss Jamie Miller,5,278.62,40
1858,16-Dec-22,Technical Skills,External,Failed,South Sonyahaven,Todd Clark,5,568.57,40
1859,07-Oct-22,Technical Skills,Internal,Completed,Austinstad,Nancy Taylor,4,764.64,32
1860,20-Aug-22,Project Management,External,Passed,East Davidbury,Paul Farrell,3,551.45,24
1861,18-Jun-23,Customer Service,Internal,Completed,Thompsonland,Bryan Reed,2,849.52,16
1862,21-Dec-22,Communication Skills,Internal,Incomplete,New Chelsea,Juan Meyer,1,180.61,8
1863,21-Jun-23,Communication Skills,Internal,Passed,East Richard,Norman Chapman,3,559.52,24
1864,06-Aug-22,Project Management,Internal,Completed,South Waltershire,Laurie Miller,4,850.57,32
1865,13-Nov-22,Project Management,Internal,Completed,Helenville,Kimberly Reed,3,802.75,24
1866,22-Apr-23,Customer Service,External,Completed,Port Brandyview,Zachary Chandler,3,587.63,24
1867,04-May-23,Project Management,External,Passed,Jonesberg,John Reid,3,114.45,24
1868,27-Mar-23,Leadership Development,Internal,Completed,West Dylan,Tracy Davis,4,599.79,32
1869,23-Dec-22,Customer Service,Internal,Failed,Carmenstad,Robert Lee,3,280.46,24
1870,25-Dec-22,Communication Skills,External,Incomplete,North Wendyfurt,Yvonne Anderson,3,969.98,24
1871,03-Jul-23,Customer Service,Internal,Failed,North Jamesborough,Ronald Chang,4,643.07,32
1872,04-Jul-23,Leadership Development,Internal,Incomplete,Walterborough,Andrew Griffin,4,299.55,32
1873,02-Mar-23,Technical Skills,External,Incomplete,New Kevinfort,Jason Faulkner,3,373.67,24
1874,25-Dec-22,Leadership Development,Internal,Passed,Wrightstad,Dustin Lewis,1,902.01,8
1875,19-Mar-23,Project Management,Internal,Failed,Vasquezchester,Brianna Freeman,1,105.61,8
1876,14-Mar-23,Leadership Development,Internal,Completed,North Rebeccamouth,Michael Romero,5,445.28,40
1877,01-May-23,Technical Skills,External,Passed,Smithborough,Charles Parker,1,845.17,8
1878,25-May-23,Technical Skills,External,Passed,Lake Cameronburgh,Thomas Erickson,5,932.44,40
1879,29-Apr-23,Leadership Development,Internal,Passed,Port Emilyhaven,Kimberly Choi,2,227.51,16
1880,10-Aug-22,Customer Service,Internal,Incomplete,Smithfurt,Danielle Wells,5,785.05,40
1881,30-Jun-23,Communication Skills,External,Passed,South Rebeccahaven,Julian Ward,4,584.92,32
1882,11-Apr-23,Leadership Development,Internal,Incomplete,West Charles,Ronald Long,5,206.16,40
1883,19-May-23,Customer Service,Internal,Failed,Leviville,Cynthia Stone,1,483.43,8
1884,09-Sep-22,Project Management,External,Incomplete,New Kimberlychester,Robin Oneill,2,889.87,16
1885,15-Feb-23,Customer Service,Internal,Incomplete,Thomasborough,Vanessa Riley,3,503.04,24
1886,10-Jun-23,Customer Service,External,Completed,West Jack,Gregory Henderson,1,349.8,8
1887,23-Dec-22,Customer Service,External,Passed,Jasminebury,Jessica Brown,4,547.76,32
1888,23-Dec-22,Technical Skills,External,Completed,East Kim,Victoria Padilla,2,961.68,16
1889,09-Feb-23,Leadership Development,Internal,Incomplete,New Eric,Laura Patterson,1,993.76,8
1890,25-Oct-22,Communication Skills,Internal,Failed,Lake Randyshire,Tiffany Gutierrez,2,998.32,16
1891,13-Jul-23,Leadership Development,External,Incomplete,Rodriguezfort,Jonathon Obrien,1,961.55,8
1892,09-Feb-23,Technical Skills,External,Incomplete,West Leslie,Meagan Glenn,3,192.73,24
1893,28-Sep-22,Leadership Development,Internal,Completed,East Breannaborough,Andrew Rivera,1,604.53,8
1894,29-May-23,Technical Skills,External,Failed,Port Matthew,Annette Pace,2,144.39,16
1895,12-Sep-22,Technical Skills,External,Completed,Paulmouth,Richard Lopez,5,517.92,40
1896,22-Feb-23,Customer Service,External,Completed,Basston,Terry Mcdonald,4,537.71,32
1897,16-Mar-23,Communication Skills,External,Completed,Benjaminbury,Mrs. Amy Foster,2,491.71,16
1898,10-Jul-23,Project Management,Internal,Completed,Kingview,Jessica Evans,3,673.38,24
1899,29-Jan-23,Leadership Development,Internal,Incomplete,Port Jenniferside,Tyler Mcgee,2,724.87,16
1900,27-Apr-23,Communication Skills,Internal,Passed,North Darryl,Joe Flores,4,140.83,32
1901,22-Sep-22,Project Management,External,Passed,North Peterland,Paul Davis,1,113.47,8
1902,24-Feb-23,Customer Service,External,Incomplete,Jasonborough,Vincent Spencer,1,604.93,8
1903,27-May-23,Project Management,External,Completed,Wintersmouth,Jennifer Garcia,4,699.97,32
1904,20-Oct-22,Leadership Development,Internal,Failed,East Autumn,Donald Franklin,1,576.1,8
1905,24-Nov-22,Leadership Development,Internal,Passed,Buchananton,Matthew Brooks,2,958.46,16
1906,05-Mar-23,Project Management,External,Passed,Pamelaborough,Anthony Turner,5,228.41,40
1907,10-Nov-22,Technical Skills,Internal,Completed,Wilsonborough,Dr. Michael Day,2,203.44,16
1908,21-Jul-23,Project Management,External,Incomplete,Cynthiaside,Jill Martin,2,359.08,16
1909,15-Mar-23,Technical Skills,Internal,Passed,Leestad,Stephen Neal,3,653.23,24
1910,12-Oct-22,Customer Service,Internal,Passed,Evansshire,Shannon Spencer,5,614.4,40
1911,12-Nov-22,Communication Skills,External,Passed,Trevorchester,Mr. Paul Morales,5,333.08,40
1912,26-Mar-23,Leadership Development,External,Completed,Yangland,Anthony Cannon,1,718.38,8
1913,02-Feb-23,Project Management,External,Failed,Brianland,Nicholas Mathis,3,195.29,24
1914,11-Jan-23,Leadership Development,External,Passed,Mckeemouth,Randy Perkins,2,113.43,16
1915,11-Nov-22,Customer Service,External,Incomplete,Wilsonbury,Robin Smith MD,4,651.23,32
1916,28-Sep-22,Technical Skills,Internal,Incomplete,Allisonton,Hannah Cortez,1,331.66,8
1917,24-Jan-23,Customer Service,Internal,Incomplete,Jonesside,Spencer Ford,3,419.83,24
1918,03-Aug-23,Communication Skills,Internal,Incomplete,South Thomas,Gary Rocha,2,226.7,16
1919,18-Jun-23,Leadership Development,External,Failed,Wellsland,Carrie Walton,1,583.76,8
1920,04-Apr-23,Customer Service,Internal,Failed,West Chadview,Lindsey Johnson,3,646.65,24
1921,28-May-23,Technical Skills,External,Incomplete,West Dawn,Steven Golden,2,813.17,16
1922,14-Nov-22,Technical Skills,External,Passed,Maxwellfurt,Maria Le,3,636.38,24
1923,17-Nov-22,Project Management,External,Failed,Dianeview,Lauren Dixon,3,868.74,24
1924,14-Jul-23,Customer Service,External,Failed,Port Hannahshire,Lisa Johnston,4,250.41,32
1925,12-May-23,Communication Skills,Internal,Completed,Karenshire,Jennifer Roberts,3,882.06,24
1926,30-Jun-23,Leadership Development,Internal,Passed,New David,Mr. Donald Shepard,1,350.88,8
1927,23-Feb-23,Leadership Development,External,Completed,Michaelmouth,Christopher Avila,5,571.81,40
1928,23-Feb-23,Communication Skills,Internal,Failed,Toddbury,Jessica Jones,3,900.89,24
1929,04-Aug-23,Customer Service,Internal,Failed,Burchfurt,Hannah Mays,3,312.56,24
1930,30-Jun-23,Project Management,External,Incomplete,Ashleyfurt,Stephen Graham,5,533.56,40
1931,14-May-23,Leadership Development,Internal,Failed,Wolfeton,Jonathan Hunt,5,381.36,40
1932,19-Mar-23,Customer Service,Internal,Failed,Georgemouth,Brian Terry,2,754.08,16
1933,17-Oct-22,Customer Service,Internal,Incomplete,Walkershire,Kim Lee,5,837.19,40
1934,08-May-23,Leadership Development,External,Incomplete,Suzannemouth,Elizabeth Sanchez,2,993.7,16
1935,16-Sep-22,Customer Service,Internal,Completed,Rodriguezfurt,Anna Stafford,2,505.4,16
1936,21-Aug-22,Leadership Development,External,Failed,Hooverberg,Amanda Randolph,5,567.55,40
1937,08-May-23,Leadership Development,External,Completed,Chapmanstad,Sarah Boone,4,774.74,32
1938,24-Aug-22,Communication Skills,External,Passed,Annaton,Jordan Stanley,5,316.61,40
1939,27-Oct-22,Communication Skills,External,Completed,East Joseph,Kristi Lee,3,531.73,24
1940,16-Jan-23,Communication Skills,External,Failed,Denisehaven,Alyssa White,2,342.26,16
1941,04-Feb-23,Leadership Development,External,Failed,Perryborough,Frank Rhodes,3,158.79,24
1942,15-Apr-23,Customer Service,Internal,Completed,West Stephanieton,Miranda Wilson,3,250.51,24
1943,13-May-23,Technical Skills,Internal,Passed,Bassborough,Eddie Foster,3,453.4,24
1944,26-Oct-22,Technical Skills,External,Completed,New Maryfort,Michelle Rosales,5,742.31,40
1945,12-Jan-23,Customer Service,External,Passed,Rachelbury,Rachel Juarez,5,341.94,40
1946,30-Aug-22,Customer Service,Internal,Completed,Delgadomouth,Benjamin Mcdonald,1,967.18,8
1947,14-Nov-22,Communication Skills,External,Failed,Brewerchester,Derek Smith,3,147.4,24
1948,23-May-23,Project Management,External,Failed,Port Patrickport,Randy Howell,4,884.26,32
1949,28-Apr-23,Customer Service,Internal,Incomplete,Jodyville,Samantha Thompson,5,592.96,40
1950,21-Feb-23,Project Management,External,Passed,Michaelchester,Nicholas Daugherty,2,801.28,16
1951,29-Apr-23,Leadership Development,Internal,Incomplete,Veronicatown,Tracy Melton,2,717.95,16
1952,05-Mar-23,Leadership Development,Internal,Passed,East Jeff,Sydney Bryant,1,846.22,8
1953,13-Aug-22,Leadership Development,External,Passed,West Kelli,Laura Smith,4,275.62,32
1954,14-Aug-22,Customer Service,External,Passed,Lake Cindy,Ronald Marsh,5,837.05,40
1955,22-Jul-23,Leadership Development,Internal,Incomplete,Port Catherineside,Stephen Henry,3,202.35,24
1956,05-Jun-23,Communication Skills,External,Passed,Lake Justin,Phillip Yates,4,590.97,32
1957,14-Apr-23,Customer Service,External,Failed,North Meganstad,Bruce Ramirez,5,744.55,40
1958,23-May-23,Communication Skills,Internal,Incomplete,North Carolynside,Ethan Williams,2,141.91,16
1959,13-Sep-22,Project Management,External,Completed,Lake Travisfort,Jessica Johnston,2,883.34,16
1960,28-Apr-23,Leadership Development,Internal,Passed,Port Jamiemouth,Victoria Richardson,4,176.82,32
1961,25-Apr-23,Customer Service,External,Failed,Juliehaven,Ashley Meyer,1,767.22,8
1962,02-Oct-22,Leadership Development,External,Completed,Stephanietown,Jeremy Little,5,555.6,40
1963,13-Jun-23,Technical Skills,Internal,Incomplete,Danielhaven,Sarah Stone,2,316.03,16
1964,22-May-23,Customer Service,Internal,Failed,East Tina,David Hart,1,540.96,8
1965,16-Oct-22,Leadership Development,External,Failed,Sandramouth,Julie Kennedy,3,444.23,24
1966,19-May-23,Communication Skills,Internal,Failed,Dennisberg,Mark Baker,5,497.54,40
1967,23-Jul-23,Customer Service,Internal,Incomplete,West Austin,Alexander Myers,4,300.95,32
1968,25-Nov-22,Customer Service,Internal,Incomplete,East Charleneview,Kimberly Becker,2,283.06,16
1969,29-Aug-22,Communication Skills,Internal,Incomplete,North Ericside,Eric Allen,4,967.94,32
1970,27-Mar-23,Leadership Development,External,Failed,Douglasland,Richard Thomas,1,398.23,8
1971,20-Dec-22,Leadership Development,External,Incomplete,West Sandratown,Nathaniel Rasmussen,1,331.8,8
1972,26-Apr-23,Leadership Development,External,Incomplete,Powellside,Matthew Watson,4,349.48,32
1973,01-Apr-23,Communication Skills,External,Failed,Geraldchester,Roy Juarez,1,596.48,8
1974,08-Oct-22,Project Management,Internal,Incomplete,Port Billy,Jean Lee,2,677.45,16
1975,12-Mar-23,Customer Service,Internal,Failed,Granttown,Mark Lam,5,664.61,40
1976,16-Nov-22,Communication Skills,External,Completed,West Paul,Pamela Sanchez,5,405.13,40
1977,26-May-23,Leadership Development,Internal,Incomplete,Port Austin,Heather Tucker,5,781.27,40
1978,18-Jan-23,Leadership Development,Internal,Failed,Jerryborough,Monica Shaw,5,983.61,40
1979,19-May-23,Communication Skills,Internal,Failed,Torresmouth,Matthew Carter,1,656.46,8
1980,25-Mar-23,Project Management,External,Failed,Port Mariah,Terry Russell,1,446.07,8
1981,10-Aug-22,Leadership Development,Internal,Passed,Harmonmouth,James Gross,1,676.42,8
1982,29-Jan-23,Leadership Development,Internal,Passed,West Aaron,Tammy Jarvis,5,861.83,40
1983,28-Dec-22,Customer Service,Internal,Failed,East William,Shelly Baker,5,769.23,40
1984,18-Aug-22,Leadership Development,Internal,Failed,Devinfurt,Brenda Rice,4,983.02,32
1985,28-Sep-22,Communication Skills,Internal,Incomplete,Sheltonborough,Benjamin Arnold,3,474.95,24
1986,21-Feb-23,Communication Skills,Internal,Failed,Laurenton,Jon Roberts,3,800.81,24
1987,27-Jun-23,Communication Skills,Internal,Failed,West Taratown,Jamie Mays,2,844.93,16
1988,18-May-23,Project Management,External,Completed,Andersonchester,Eric Gallegos,4,903.8,32
1989,04-Dec-22,Leadership Development,External,Incomplete,Cookview,Karen Fox,4,329.3,32
1990,18-Sep-22,Leadership Development,Internal,Incomplete,Mccarthyhaven,Anthony Silva,1,332.51,8
1991,24-Jan-23,Technical Skills,External,Failed,Allenhaven,Misty Trevino,2,643.63,16
1992,11-Sep-22,Communication Skills,Internal,Failed,North Samuelview,Christopher Bailey,2,827.05,16
1993,02-May-23,Customer Service,External,Failed,North Andrew,Vincent Wang,3,995.42,24
1994,20-Apr-23,Technical Skills,External,Passed,Martinchester,Laurie Bird,4,360.61,32
1995,23-Aug-22,Communication Skills,External,Passed,East Jamie,Kathryn Higgins,3,658.54,24
1996,16-Dec-22,Communication Skills,Internal,Failed,Coxshire,Christopher Porter MD,5,250.11,40
1997,29-Apr-23,Project Management,Internal,Failed,East Karenberg,Andrew Jones,4,819.65,32
1998,01-Dec-22,Technical Skills,Internal,Completed,East Michael,Eddie King,2,186.77,16
1999,08-May-23,Technical Skills,External,Passed,Lewisland,Erica Wilson,4,633.67,32
2000,20-Mar-23,Technical Skills,Internal,Incomplete,East Erin,Jacqueline Maxwell,3,236.34,24
2001,04-May-23,Leadership Development,Internal,Incomplete,Port Valerie,Robert Ramirez,4,504.62,32
2002,26-Oct-22,Project Management,External,Incomplete,Whitebury,Michael Wright,1,217.86,8
2003,12-Dec-22,Technical Skills,External,Completed,Perezview,Jose King,4,148.97,32
2004,27-Feb-23,Leadership Development,Internal,Completed,Taylorchester,Kathy Norris,1,628.83,8
2005,22-Apr-23,Leadership Development,Internal,Completed,West Danielton,Elijah Henson,2,458.78,16
2006,22-Dec-22,Communication Skills,External,Completed,Houstontown,Ashley Edwards,2,892.65,16
2007,28-Feb-23,Communication Skills,External,Passed,East Judyborough,Shane Quinn,1,211.17,8
2008,24-Oct-22,Project Management,External,Passed,Thomasland,Timothy Lewis,2,478.95,16
